Country,Year,Condition,Sex,Age Group,Deaths
England and Wales,2014,Cerebrovascular diseases,Female,30-34,20
England and Wales,2014,Cerebrovascular diseases,Female,35-39,42
England and Wales,2014,Cerebrovascular diseases,Female,40-44,97
England and Wales,2014,Cerebrovascular diseases,Female,45-49,129
England and Wales,2014,Cerebrovascular diseases,Female,50-54,212
England and Wales,2014,Cerebrovascular diseases,Female,55-59,256
England and Wales,2014,Cerebrovascular diseases,Female,60-64,363
England and Wales,2014,Cerebrovascular diseases,Female,65-69,675
England and Wales,2014,Cerebrovascular diseases,Female,70-74,"1,047"
England and Wales,2014,Chronic Obstructive Pulmonary disorder,Female,<1   ,0
England and Wales,2014,Chronic Obstructive Pulmonary disorder,Female,01-04,0
England and Wales,2014,Chronic Obstructive Pulmonary disorder,Female,05-09,0
England and Wales,2014,Chronic Obstructive Pulmonary disorder,Female,10-14,0
England and Wales,2014,Chronic Obstructive Pulmonary disorder,Female,15-19,0
England and Wales,2014,Chronic Obstructive Pulmonary disorder,Female,20-24,1
England and Wales,2014,Chronic Obstructive Pulmonary disorder,Female,25-29,1
England and Wales,2014,Chronic Obstructive Pulmonary disorder,Female,30-34,0
England and Wales,2014,Chronic Obstructive Pulmonary disorder,Female,35-39,3
England and Wales,2014,Chronic Obstructive Pulmonary disorder,Female,40-44,18
England and Wales,2014,Chronic Obstructive Pulmonary disorder,Female,45-49,45
England and Wales,2014,Chronic Obstructive Pulmonary disorder,Female,50-54,110
England and Wales,2014,Chronic Obstructive Pulmonary disorder,Female,55-59,249
England and Wales,2014,Chronic Obstructive Pulmonary disorder,Female,60-64,629
England and Wales,2014,Chronic Obstructive Pulmonary disorder,Female,65-69,"1,120"
England and Wales,2014,Chronic Obstructive Pulmonary disorder,Female,70-74,"1,617"
England and Wales,2014,Complications of perinatal period,Female,<1   ,74
England and Wales,2014,Complications of perinatal period,Female,01-04,0
England and Wales,2014,Complications of perinatal period,Female,05-09,0
England and Wales,2014,Complications of perinatal period,Female,10-14,0
England and Wales,2014,Complications of perinatal period,Female,15-19,1
England and Wales,2014,Complications of perinatal period,Female,20-24,0
England and Wales,2014,Complications of perinatal period,Female,25-29,0
England and Wales,2014,Complications of perinatal period,Female,30-34,0
England and Wales,2014,Complications of perinatal period,Female,35-39,0
England and Wales,2014,Complications of perinatal period,Female,40-44,0
England and Wales,2014,Complications of perinatal period,Female,45-49,1
England and Wales,2014,Complications of perinatal period,Female,50-54,0
England and Wales,2014,Complications of perinatal period,Female,55-59,0
England and Wales,2014,Complications of perinatal period,Female,60-64,0
England and Wales,2014,Complications of perinatal period,Female,65-69,0
England and Wales,2014,Complications of perinatal period,Female,70-74,0
England and Wales,2014,Complications of perinatal period,Female,75-79,0
England and Wales,2014,Complications of perinatal period,Female,80-84,0
England and Wales,2014,Complications of perinatal period,Female,85-89,0
England and Wales,2014,Complications of perinatal period,Female,90+  ,0
England and Wales,2014,Congenital malformations of the circulatory system,Female,<1   ,39
England and Wales,2014,Congenital malformations of the circulatory system,Female,01-04,11
England and Wales,2014,Congenital malformations of the circulatory system,Female,05-09,2
England and Wales,2014,Congenital malformations of the circulatory system,Female,10-14,6
England and Wales,2014,Congenital malformations of the circulatory system,Female,15-19,3
England and Wales,2014,Congenital malformations of the circulatory system,Female,20-24,4
England and Wales,2014,Congenital malformations of the circulatory system,Female,25-29,3
England and Wales,2014,Congenital malformations of the circulatory system,Female,30-34,3
England and Wales,2014,Congenital malformations of the circulatory system,Female,35-39,9
England and Wales,2014,Congenital malformations of the circulatory system,Female,40-44,9
England and Wales,2014,Congenital malformations of the circulatory system,Female,45-49,5
England and Wales,2014,Congenital malformations of the circulatory system,Female,50-54,14
England and Wales,2014,Congenital malformations of the circulatory system,Female,55-59,15
England and Wales,2014,Congenital malformations of the circulatory system,Female,60-64,11
England and Wales,2014,Congenital malformations of the circulatory system,Female,65-69,11
England and Wales,2014,Congenital malformations of the circulatory system,Female,70-74,14
England and Wales,2014,Diabetes mellitus,Female,<1   ,0
England and Wales,2014,Diabetes mellitus,Female,01-04,1
England and Wales,2014,Diabetes mellitus,Female,05-09,0
England and Wales,2014,Diabetes mellitus,Female,10-14,1
England and Wales,2014,Diabetes mellitus,Female,15-19,1
England and Wales,2014,Diabetes mellitus,Female,20-24,2
England and Wales,2014,Diabetes mellitus,Female,25-29,10
England and Wales,2014,Diabetes mellitus,Female,30-34,12
England and Wales,2014,Diabetes mellitus,Female,35-39,11
England and Wales,2014,Diabetes mellitus,Female,40-44,23
England and Wales,2014,Diabetes mellitus,Female,45-49,29
England and Wales,2014,Diabetes mellitus,Female,50-54,36
England and Wales,2014,Diabetes mellitus,Female,55-59,54
England and Wales,2014,Diabetes mellitus,Female,60-64,77
England and Wales,2014,Diabetes mellitus,Female,65-69,129
England and Wales,2014,Diabetes mellitus,Female,70-74,211
England and Wales,2014,Diseases of the Thyroid,Female,<1   ,0
England and Wales,2014,Diseases of the Thyroid,Female,01-04,0
England and Wales,2014,Diseases of the Thyroid,Female,05-09,0
England and Wales,2014,Diseases of the Thyroid,Female,10-14,0
England and Wales,2014,Diseases of the Thyroid,Female,15-19,1
England and Wales,2014,Diseases of the Thyroid,Female,20-24,0
England and Wales,2014,Diseases of the Thyroid,Female,25-29,1
England and Wales,2014,Diseases of the Thyroid,Female,30-34,0
England and Wales,2014,Diseases of the Thyroid,Female,35-39,2
England and Wales,2014,Diseases of the Thyroid,Female,40-44,0
England and Wales,2014,Diseases of the Thyroid,Female,45-49,3
England and Wales,2014,Diseases of the Thyroid,Female,50-54,1
England and Wales,2014,Diseases of the Thyroid,Female,55-59,1
England and Wales,2014,Diseases of the Thyroid,Female,60-64,2
England and Wales,2014,Diseases of the Thyroid,Female,65-69,5
England and Wales,2014,Diseases of the Thyroid,Female,70-74,9
England and Wales,2014,DVT with pulmonary Embolism,Female,<1   ,0
England and Wales,2014,DVT with pulmonary Embolism,Female,01-04,0
England and Wales,2014,DVT with pulmonary Embolism,Female,05-09,1
England and Wales,2014,DVT with pulmonary Embolism,Female,10-14,0
England and Wales,2014,DVT with pulmonary Embolism,Female,15-19,4
England and Wales,2014,DVT with pulmonary Embolism,Female,20-24,5
England and Wales,2014,DVT with pulmonary Embolism,Female,25-29,5
England and Wales,2014,DVT with pulmonary Embolism,Female,30-34,16
England and Wales,2014,DVT with pulmonary Embolism,Female,35-39,26
England and Wales,2014,DVT with pulmonary Embolism,Female,40-44,46
England and Wales,2014,DVT with pulmonary Embolism,Female,45-49,70
England and Wales,2014,DVT with pulmonary Embolism,Female,50-54,61
England and Wales,2014,DVT with pulmonary Embolism,Female,55-59,98
England and Wales,2014,DVT with pulmonary Embolism,Female,60-64,126
England and Wales,2014,DVT with pulmonary Embolism,Female,65-69,209
England and Wales,2014,DVT with pulmonary Embolism,Female,70-74,281
England and Wales,2014,Epilepsy and status epilepticus,Female,<1   ,1
England and Wales,2014,Epilepsy and status epilepticus,Female,01-04,5
England and Wales,2014,Epilepsy and status epilepticus,Female,05-09,3
England and Wales,2014,Epilepsy and status epilepticus,Female,10-14,3
England and Wales,2014,Epilepsy and status epilepticus,Female,15-19,13
England and Wales,2014,Epilepsy and status epilepticus,Female,20-24,19
England and Wales,2014,Epilepsy and status epilepticus,Female,25-29,13
England and Wales,2014,Epilepsy and status epilepticus,Female,30-34,11
England and Wales,2014,Epilepsy and status epilepticus,Female,35-39,18
England and Wales,2014,Epilepsy and status epilepticus,Female,40-44,20
England and Wales,2014,Epilepsy and status epilepticus,Female,45-49,26
England and Wales,2014,Epilepsy and status epilepticus,Female,50-54,23
England and Wales,2014,Epilepsy and status epilepticus,Female,55-59,20
England and Wales,2014,Epilepsy and status epilepticus,Female,60-64,30
England and Wales,2014,Epilepsy and status epilepticus,Female,65-69,18
England and Wales,2014,Epilepsy and status epilepticus,Female,70-74,17
England and Wales,2014,Gastric and duodenal ulcer,Female,<1   ,0
England and Wales,2014,Gastric and duodenal ulcer,Female,01-04,1
England and Wales,2014,Gastric and duodenal ulcer,Female,05-09,1
England and Wales,2014,Gastric and duodenal ulcer,Female,10-14,0
England and Wales,2014,Gastric and duodenal ulcer,Female,15-19,0
England and Wales,2014,Gastric and duodenal ulcer,Female,20-24,0
England and Wales,2014,Gastric and duodenal ulcer,Female,25-29,0
England and Wales,2014,Gastric and duodenal ulcer,Female,30-34,3
England and Wales,2014,Gastric and duodenal ulcer,Female,35-39,1
England and Wales,2014,Gastric and duodenal ulcer,Female,40-44,7
England and Wales,2014,Gastric and duodenal ulcer,Female,45-49,10
England and Wales,2014,Gastric and duodenal ulcer,Female,50-54,15
England and Wales,2014,Gastric and duodenal ulcer,Female,55-59,28
England and Wales,2014,Gastric and duodenal ulcer,Female,60-64,34
England and Wales,2014,Gastric and duodenal ulcer,Female,65-69,46
England and Wales,2014,Gastric and duodenal ulcer,Female,70-74,68
England and Wales,2014,Hepatitis C,Female,<1   ,0
England and Wales,2014,Hepatitis C,Female,01-04,0
England and Wales,2014,Hepatitis C,Female,05-09,0
England and Wales,2014,Hepatitis C,Female,10-14,0
England and Wales,2014,Hepatitis C,Female,15-19,0
England and Wales,2014,Hepatitis C,Female,20-24,0
England and Wales,2014,Hepatitis C,Female,25-29,1
England and Wales,2014,Hepatitis C,Female,30-34,1
England and Wales,2014,Hepatitis C,Female,35-39,3
England and Wales,2014,Hepatitis C,Female,40-44,4
England and Wales,2014,Hepatitis C,Female,45-49,6
England and Wales,2014,Hepatitis C,Female,50-54,12
England and Wales,2014,Hepatitis C,Female,55-59,15
England and Wales,2014,Hepatitis C,Female,60-64,11
England and Wales,2014,Hepatitis C,Female,65-69,8
England and Wales,2014,Hepatitis C,Female,70-74,6
England and Wales,2014,HIV/AIDS,Female,<1   ,0
England and Wales,2014,HIV/AIDS,Female,01-04,0
England and Wales,2014,HIV/AIDS,Female,05-09,0
England and Wales,2014,HIV/AIDS,Female,10-14,0
England and Wales,2014,HIV/AIDS,Female,15-19,0
England and Wales,2014,HIV/AIDS,Female,20-24,2
England and Wales,2014,HIV/AIDS,Female,25-29,0
England and Wales,2014,HIV/AIDS,Female,30-34,2
England and Wales,2014,HIV/AIDS,Female,35-39,4
England and Wales,2014,HIV/AIDS,Female,40-44,6
England and Wales,2014,HIV/AIDS,Female,45-49,5
England and Wales,2014,HIV/AIDS,Female,50-54,6
England and Wales,2014,HIV/AIDS,Female,55-59,3
England and Wales,2014,HIV/AIDS,Female,60-64,2
England and Wales,2014,HIV/AIDS,Female,65-69,1
England and Wales,2014,HIV/AIDS,Female,70-74,4
England and Wales,2014,HIV/AIDS,Female,75-79,0
England and Wales,2014,HIV/AIDS,Female,80-84,0
England and Wales,2014,HIV/AIDS,Female,85-89,0
England and Wales,2014,HIV/AIDS,Female,90+  ,0
England and Wales,2014,Hodgkins disease,Female,<1   ,0
England and Wales,2014,Hodgkins disease,Female,01-04,0
England and Wales,2014,Hodgkins disease,Female,05-09,0
England and Wales,2014,Hodgkins disease,Female,10-14,0
England and Wales,2014,Hodgkins disease,Female,15-19,0
England and Wales,2014,Hodgkins disease,Female,20-24,5
England and Wales,2014,Hodgkins disease,Female,25-29,5
England and Wales,2014,Hodgkins disease,Female,30-34,5
England and Wales,2014,Hodgkins disease,Female,35-39,2
England and Wales,2014,Hodgkins disease,Female,40-44,1
England and Wales,2014,Hodgkins disease,Female,45-49,6
England and Wales,2014,Hodgkins disease,Female,50-54,2
England and Wales,2014,Hodgkins disease,Female,55-59,5
England and Wales,2014,Hodgkins disease,Female,60-64,6
England and Wales,2014,Hodgkins disease,Female,65-69,14
England and Wales,2014,Hodgkins disease,Female,70-74,15
England and Wales,2014,Homicide/Assault,Female,<1   ,4
England and Wales,2014,Homicide/Assault,Female,01-04,10
England and Wales,2014,Homicide/Assault,Female,05-09,3
England and Wales,2014,Homicide/Assault,Female,10-14,3
England and Wales,2014,Homicide/Assault,Female,15-19,11
England and Wales,2014,Homicide/Assault,Female,20-24,15
England and Wales,2014,Homicide/Assault,Female,25-29,12
England and Wales,2014,Homicide/Assault,Female,30-34,10
England and Wales,2014,Homicide/Assault,Female,35-39,15
England and Wales,2014,Homicide/Assault,Female,40-44,16
England and Wales,2014,Homicide/Assault,Female,45-49,21
England and Wales,2014,Homicide/Assault,Female,50-54,10
England and Wales,2014,Homicide/Assault,Female,55-59,10
England and Wales,2014,Homicide/Assault,Female,60-64,7
England and Wales,2014,Homicide/Assault,Female,65-69,8
England and Wales,2014,Homicide/Assault,Female,70-74,9
England and Wales,2014,Homicide/Assault,Female,75-79,10
England and Wales,2014,Homicide/Assault,Female,80-84,5
England and Wales,2014,Homicide/Assault,Female,85-89,5
England and Wales,2014,Homicide/Assault,Female,90+  ,5
England and Wales,2014,Hypertensive diseases,Female,<1   ,1
England and Wales,2014,Hypertensive diseases,Female,01-04,0
England and Wales,2014,Hypertensive diseases,Female,05-09,0
England and Wales,2014,Hypertensive diseases,Female,10-14,0
England and Wales,2014,Hypertensive diseases,Female,15-19,0
England and Wales,2014,Hypertensive diseases,Female,20-24,0
England and Wales,2014,Hypertensive diseases,Female,25-29,1
England and Wales,2014,Hypertensive diseases,Female,30-34,0
England and Wales,2014,Hypertensive diseases,Female,35-39,4
England and Wales,2014,Hypertensive diseases,Female,40-44,8
England and Wales,2014,Hypertensive diseases,Female,45-49,19
England and Wales,2014,Hypertensive diseases,Female,50-54,32
England and Wales,2014,Hypertensive diseases,Female,55-59,57
England and Wales,2014,Hypertensive diseases,Female,60-64,76
England and Wales,2014,Hypertensive diseases,Female,65-69,122
England and Wales,2014,Hypertensive diseases,Female,70-74,187
England and Wales,2014,Illicit drug use disorders,Female,<1   ,0
England and Wales,2014,Illicit drug use disorders,Female,01-04,0
England and Wales,2014,Illicit drug use disorders,Female,05-09,0
England and Wales,2014,Illicit drug use disorders,Female,10-14,0
England and Wales,2014,Illicit drug use disorders,Female,15-19,0
England and Wales,2014,Illicit drug use disorders,Female,20-24,2
England and Wales,2014,Illicit drug use disorders,Female,25-29,5
England and Wales,2014,Illicit drug use disorders,Female,30-34,5
England and Wales,2014,Illicit drug use disorders,Female,35-39,6
England and Wales,2014,Illicit drug use disorders,Female,40-44,3
England and Wales,2014,Illicit drug use disorders,Female,45-49,1
England and Wales,2014,Illicit drug use disorders,Female,50-54,1
England and Wales,2014,Illicit drug use disorders,Female,55-59,0
England and Wales,2014,Illicit drug use disorders,Female,60-64,0
England and Wales,2014,Illicit drug use disorders,Female,65-69,2
England and Wales,2014,Illicit drug use disorders,Female,70-74,0
England and Wales,2014,Infuenza including swine flu,Female,<1   ,1
England and Wales,2014,Infuenza including swine flu,Female,01-04,1
England and Wales,2014,Infuenza including swine flu,Female,05-09,0
England and Wales,2014,Infuenza including swine flu,Female,10-14,1
England and Wales,2014,Infuenza including swine flu,Female,15-19,2
England and Wales,2014,Infuenza including swine flu,Female,20-24,1
England and Wales,2014,Infuenza including swine flu,Female,25-29,0
England and Wales,2014,Infuenza including swine flu,Female,30-34,2
England and Wales,2014,Infuenza including swine flu,Female,35-39,0
England and Wales,2014,Infuenza including swine flu,Female,40-44,1
England and Wales,2014,Infuenza including swine flu,Female,45-49,4
England and Wales,2014,Infuenza including swine flu,Female,50-54,8
England and Wales,2014,Infuenza including swine flu,Female,55-59,6
England and Wales,2014,Infuenza including swine flu,Female,60-64,3
England and Wales,2014,Infuenza including swine flu,Female,65-69,1
England and Wales,2014,Infuenza including swine flu,Female,70-74,0
England and Wales,2014,Intestinal infectious diseases,Female,<1   ,2
England and Wales,2014,Intestinal infectious diseases,Female,01-04,1
England and Wales,2014,Intestinal infectious diseases,Female,05-09,0
England and Wales,2014,Intestinal infectious diseases,Female,10-14,1
England and Wales,2014,Ischemic heart disease,Female,<1   ,1
England and Wales,2014,Ischemic heart disease,Female,01-04,0
England and Wales,2014,Ischemic heart disease,Female,05-09,1
England and Wales,2014,Ischemic heart disease,Female,10-14,0
England and Wales,2014,Ischemic heart disease,Female,15-19,0
England and Wales,2014,Ischemic heart disease,Female,20-24,4
England and Wales,2014,Ischemic heart disease,Female,25-29,6
England and Wales,2014,Ischemic heart disease,Female,30-34,16
England and Wales,2014,Ischemic heart disease,Female,35-39,31
England and Wales,2014,Ischemic heart disease,Female,40-44,74
England and Wales,2014,Ischemic heart disease,Female,45-49,170
England and Wales,2014,Ischemic heart disease,Female,50-54,287
England and Wales,2014,Ischemic heart disease,Female,55-59,430
England and Wales,2014,Ischemic heart disease,Female,60-64,734
England and Wales,2014,Ischemic heart disease,Female,65-69,"1,180"
England and Wales,2014,Ischemic heart disease,Female,70-74,"1,723"
England and Wales,2014,Leukaemia,Female,<1   ,0
England and Wales,2014,Leukaemia,Female,01-04,6
England and Wales,2014,Leukaemia,Female,05-09,3
England and Wales,2014,Leukaemia,Female,10-14,4
England and Wales,2014,Leukaemia,Female,15-19,9
England and Wales,2014,Leukaemia,Female,20-24,7
England and Wales,2014,Leukaemia,Female,25-29,12
England and Wales,2014,Leukaemia,Female,30-34,12
England and Wales,2014,Leukaemia,Female,35-39,14
England and Wales,2014,Leukaemia,Female,40-44,24
England and Wales,2014,Malignant melanoma of skin,Female,<1   ,0
England and Wales,2014,Malignant melanoma of skin,Female,01-04,0
England and Wales,2014,Malignant melanoma of skin,Female,05-09,0
England and Wales,2014,Malignant melanoma of skin,Female,10-14,1
England and Wales,2014,Malignant melanoma of skin,Female,15-19,0
England and Wales,2014,Malignant melanoma of skin,Female,20-24,3
England and Wales,2014,Malignant melanoma of skin,Female,25-29,13
England and Wales,2014,Malignant melanoma of skin,Female,30-34,13
England and Wales,2014,Malignant melanoma of skin,Female,35-39,9
England and Wales,2014,Malignant melanoma of skin,Female,40-44,33
England and Wales,2014,Malignant melanoma of skin,Female,45-49,38
England and Wales,2014,Malignant melanoma of skin,Female,50-54,55
England and Wales,2014,Malignant melanoma of skin,Female,55-59,47
England and Wales,2014,Malignant melanoma of skin,Female,60-64,66
England and Wales,2014,Malignant melanoma of skin,Female,65-69,92
England and Wales,2014,Malignant melanoma of skin,Female,70-74,110
England and Wales,2014,Malignant neoplasm of bladder,Female,<1   ,0
England and Wales,2014,Malignant neoplasm of bladder,Female,01-04,0
England and Wales,2014,Malignant neoplasm of bladder,Female,05-09,0
England and Wales,2014,Malignant neoplasm of bladder,Female,10-14,0
England and Wales,2014,Malignant neoplasm of bladder,Female,15-19,0
England and Wales,2014,Malignant neoplasm of bladder,Female,20-24,0
England and Wales,2014,Malignant neoplasm of bladder,Female,25-29,1
England and Wales,2014,Malignant neoplasm of bladder,Female,30-34,1
England and Wales,2014,Malignant neoplasm of bladder,Female,35-39,4
England and Wales,2014,Malignant neoplasm of bladder,Female,40-44,8
England and Wales,2014,Malignant neoplasm of bladder,Female,45-49,16
England and Wales,2014,Malignant neoplasm of bladder,Female,50-54,34
England and Wales,2014,Malignant neoplasm of bladder,Female,55-59,31
England and Wales,2014,Malignant neoplasm of bladder,Female,60-64,64
England and Wales,2014,Malignant neoplasm of bladder,Female,65-69,93
England and Wales,2014,Malignant neoplasm of bladder,Female,70-74,169
England and Wales,2014,Malignant neoplasm of breast,Female,<1   ,0
England and Wales,2014,Malignant neoplasm of breast,Female,01-04,0
England and Wales,2014,Malignant neoplasm of breast,Female,05-09,0
England and Wales,2014,Malignant neoplasm of breast,Female,10-14,0
England and Wales,2014,Malignant neoplasm of breast,Female,15-19,0
England and Wales,2014,Malignant neoplasm of breast,Female,20-24,1
England and Wales,2014,Malignant neoplasm of breast,Female,25-29,19
England and Wales,2014,Malignant neoplasm of breast,Female,30-34,61
England and Wales,2014,Malignant neoplasm of breast,Female,35-39,128
England and Wales,2014,Malignant neoplasm of breast,Female,40-44,275
England and Wales,2014,Malignant neoplasm of breast,Female,45-49,498
England and Wales,2014,Malignant neoplasm of breast,Female,50-54,692
England and Wales,2014,Malignant neoplasm of breast,Female,55-59,724
England and Wales,2014,Malignant neoplasm of breast,Female,60-64,809
England and Wales,2014,Malignant neoplasm of breast,Female,65-69,"1,053"
England and Wales,2014,Malignant neoplasm of breast,Female,70-74,"1,029"
England and Wales,2014,Malignant neoplasm of cervix uteri,Female,<1   ,0
England and Wales,2014,Malignant neoplasm of cervix uteri,Female,01-04,0
England and Wales,2014,Malignant neoplasm of cervix uteri,Female,05-09,0
England and Wales,2014,Malignant neoplasm of cervix uteri,Female,10-14,0
England and Wales,2014,Malignant neoplasm of cervix uteri,Female,15-19,1
England and Wales,2014,Malignant neoplasm of cervix uteri,Female,20-24,9
England and Wales,2014,Malignant neoplasm of cervix uteri,Female,25-29,27
England and Wales,2014,Malignant neoplasm of cervix uteri,Female,30-34,33
England and Wales,2014,Malignant neoplasm of cervix uteri,Female,35-39,48
England and Wales,2014,Malignant neoplasm of cervix uteri,Female,40-44,51
England and Wales,2014,Malignant neoplasm of cervix uteri,Female,45-49,56
England and Wales,2014,Malignant neoplasm of cervix uteri,Female,50-54,47
England and Wales,2014,Malignant neoplasm of cervix uteri,Female,55-59,57
England and Wales,2014,Malignant neoplasm of cervix uteri,Female,60-64,79
England and Wales,2014,Malignant neoplasm of cervix uteri,Female,65-69,63
England and Wales,2014,Malignant neoplasm of cervix uteri,Female,70-74,72
England and Wales,2014,Malignant neoplasm of colon and rectum,Female,<1   ,0
England and Wales,2014,Malignant neoplasm of colon and rectum,Female,01-04,0
England and Wales,2014,Malignant neoplasm of colon and rectum,Female,05-09,0
England and Wales,2014,Malignant neoplasm of colon and rectum,Female,10-14,0
England and Wales,2014,Malignant neoplasm of colon and rectum,Female,15-19,1
England and Wales,2014,Malignant neoplasm of colon and rectum,Female,20-24,3
England and Wales,2014,Malignant neoplasm of colon and rectum,Female,25-29,8
England and Wales,2014,Malignant neoplasm of colon and rectum,Female,30-34,34
England and Wales,2014,Malignant neoplasm of colon and rectum,Female,35-39,28
England and Wales,2014,Malignant neoplasm of colon and rectum,Female,40-44,65
England and Wales,2014,Malignant neoplasm of colon and rectum,Female,45-49,107
England and Wales,2014,Malignant neoplasm of colon and rectum,Female,50-54,162
England and Wales,2014,Malignant neoplasm of colon and rectum,Female,55-59,266
England and Wales,2014,Malignant neoplasm of colon and rectum,Female,60-64,371
England and Wales,2014,Malignant neoplasm of colon and rectum,Female,65-69,558
England and Wales,2014,Malignant neoplasm of colon and rectum,Female,70-74,698
England and Wales,2014,"Malignant neoplasm of lip, oral cavity and pharynx",Female,<1   ,0
England and Wales,2014,"Malignant neoplasm of lip, oral cavity and pharynx",Female,01-04,0
England and Wales,2014,"Malignant neoplasm of lip, oral cavity and pharynx",Female,05-09,0
England and Wales,2014,"Malignant neoplasm of lip, oral cavity and pharynx",Female,10-14,0
England and Wales,2014,"Malignant neoplasm of lip, oral cavity and pharynx",Female,15-19,1
England and Wales,2014,"Malignant neoplasm of lip, oral cavity and pharynx",Female,20-24,0
England and Wales,2014,"Malignant neoplasm of lip, oral cavity and pharynx",Female,25-29,2
England and Wales,2014,"Malignant neoplasm of lip, oral cavity and pharynx",Female,30-34,1
England and Wales,2014,"Malignant neoplasm of lip, oral cavity and pharynx",Female,35-39,3
England and Wales,2014,"Malignant neoplasm of lip, oral cavity and pharynx",Female,40-44,16
England and Wales,2014,"Malignant neoplasm of lip, oral cavity and pharynx",Female,45-49,28
England and Wales,2014,"Malignant neoplasm of lip, oral cavity and pharynx",Female,50-54,33
England and Wales,2014,"Malignant neoplasm of lip, oral cavity and pharynx",Female,55-59,65
England and Wales,2014,"Malignant neoplasm of lip, oral cavity and pharynx",Female,60-64,85
England and Wales,2014,"Malignant neoplasm of lip, oral cavity and pharynx",Female,65-69,104
England and Wales,2014,"Malignant neoplasm of lip, oral cavity and pharynx",Female,70-74,78
England and Wales,2014,Malignant neoplasm of liver,Female,<1   ,0
England and Wales,2014,Malignant neoplasm of liver,Female,01-04,1
England and Wales,2014,Malignant neoplasm of liver,Female,05-09,0
England and Wales,2014,Malignant neoplasm of liver,Female,10-14,0
England and Wales,2014,Malignant neoplasm of liver,Female,15-19,1
England and Wales,2014,Malignant neoplasm of liver,Female,20-24,2
England and Wales,2014,Malignant neoplasm of liver,Female,25-29,2
England and Wales,2014,Malignant neoplasm of liver,Female,30-34,1
England and Wales,2014,Malignant neoplasm of liver,Female,35-39,7
England and Wales,2014,Malignant neoplasm of liver,Female,40-44,12
England and Wales,2014,Malignant neoplasm of liver,Female,45-49,23
England and Wales,2014,Malignant neoplasm of liver,Female,50-54,42
England and Wales,2014,Malignant neoplasm of liver,Female,55-59,88
England and Wales,2014,Malignant neoplasm of liver,Female,60-64,123
England and Wales,2014,Malignant neoplasm of liver,Female,65-69,213
England and Wales,2014,Malignant neoplasm of liver,Female,70-74,242
England and Wales,2014,Malignant neoplasm of oesophagus,Female,<1   ,0
England and Wales,2014,Malignant neoplasm of oesophagus,Female,01-04,0
England and Wales,2014,Malignant neoplasm of oesophagus,Female,05-09,0
England and Wales,2014,Malignant neoplasm of oesophagus,Female,10-14,0
England and Wales,2014,Malignant neoplasm of oesophagus,Female,15-19,0
England and Wales,2014,Malignant neoplasm of oesophagus,Female,20-24,0
England and Wales,2014,Malignant neoplasm of oesophagus,Female,25-29,1
England and Wales,2014,Malignant neoplasm of oesophagus,Female,30-34,2
England and Wales,2014,Malignant neoplasm of oesophagus,Female,35-39,6
England and Wales,2014,Malignant neoplasm of oesophagus,Female,40-44,11
England and Wales,2014,Malignant neoplasm of oesophagus,Female,45-49,16
England and Wales,2014,Malignant neoplasm of oesophagus,Female,50-54,60
England and Wales,2014,Malignant neoplasm of oesophagus,Female,55-59,94
England and Wales,2014,Malignant neoplasm of oesophagus,Female,60-64,162
England and Wales,2014,Malignant neoplasm of oesophagus,Female,65-69,236
England and Wales,2014,Malignant neoplasm of oesophagus,Female,70-74,249
England and Wales,2014,Malignant neoplasm of stomach,Female,<1   ,0
England and Wales,2014,Malignant neoplasm of stomach,Female,01-04,0
England and Wales,2014,Malignant neoplasm of stomach,Female,05-09,0
England and Wales,2014,Malignant neoplasm of stomach,Female,10-14,0
England and Wales,2014,Malignant neoplasm of stomach,Female,15-19,2
England and Wales,2014,Malignant neoplasm of stomach,Female,20-24,2
England and Wales,2014,Malignant neoplasm of stomach,Female,25-29,10
England and Wales,2014,Malignant neoplasm of stomach,Female,30-34,9
England and Wales,2014,Malignant neoplasm of stomach,Female,35-39,11
England and Wales,2014,Malignant neoplasm of stomach,Female,40-44,29
England and Wales,2014,Malignant neoplasm of stomach,Female,45-49,24
England and Wales,2014,Malignant neoplasm of stomach,Female,50-54,39
England and Wales,2014,Malignant neoplasm of stomach,Female,55-59,48
England and Wales,2014,Malignant neoplasm of stomach,Female,60-64,70
England and Wales,2014,Malignant neoplasm of stomach,Female,65-69,92
England and Wales,2014,Malignant neoplasm of stomach,Female,70-74,160
England and Wales,2014,Malignant neoplasm of thyroid,Female,<1   ,0
England and Wales,2014,Malignant neoplasm of thyroid,Female,01-04,0
England and Wales,2014,Malignant neoplasm of thyroid,Female,05-09,0
England and Wales,2014,Malignant neoplasm of thyroid,Female,10-14,0
England and Wales,2014,Malignant neoplasm of thyroid,Female,15-19,0
England and Wales,2014,Malignant neoplasm of thyroid,Female,20-24,0
England and Wales,2014,Malignant neoplasm of thyroid,Female,25-29,0
England and Wales,2014,Malignant neoplasm of thyroid,Female,30-34,0
England and Wales,2014,Malignant neoplasm of thyroid,Female,35-39,1
England and Wales,2014,Malignant neoplasm of thyroid,Female,40-44,0
England and Wales,2014,Malignant neoplasm of thyroid,Female,45-49,2
England and Wales,2014,Malignant neoplasm of thyroid,Female,50-54,5
England and Wales,2014,Malignant neoplasm of thyroid,Female,55-59,10
England and Wales,2014,Malignant neoplasm of thyroid,Female,60-64,16
England and Wales,2014,Malignant neoplasm of thyroid,Female,65-69,30
England and Wales,2014,Malignant neoplasm of thyroid,Female,70-74,15
